studentid,subsidy
7532,2000
7533,2000
7544,2000
7545,2000
7550,2000
7551,2000
7556,2000
7557,2000
7566,2000
7567,1000
7568,2000
7569,2000
7570,2000
7571,2000
7574,1500
7575,0
7588,0
7589,0
7590,2000
7591,0
7592,2000
7593,0
7612,2000
7613,2000
7616,2000
7617,2000
7618,2000
7619,2000
7624,2000
7625,0
7630,1500
7631,2000
7634,2000
7635,2000
7642,0
7643,0
7644,2000
7645,2000
7648,0
7649,2000
7660,2000
7661,2000
7664,2000
7665,2000
7666,2000
7667,0
7670,2000
7671,2000
7672,0
7673,0
7674,2000
7675,2000
7678,2000
7679,2000
7688,0
7689,0
7690,2000
7691,2000
7694,2000
7695,0
7700,2000
7701,2000
7702,2000
7703,2000
7708,2000
7709,2000
7718,2000
7719,2000
7722,2000
7723,2000
7736,2000
7737,2000
7740,0
7741,0
7742,2000
7743,2000
7748,2000
7749,2000
7754,2000
7755,0
7762,2000
7763,2000
7764,2000
7765,0
7770,2000
7771,0
7776,2000
7777,2000
7788,0
7789,0
7800,2000
7801,2000
7826,2000
7827,2000
7834,2000
7835,2000
7838,2000
7839,2000
7842,2000
7843,2000
7844,2000
7845,2000
7848,0
7849,2000
7852,2000
7853,2000
7862,2000
7863,0
7870,2000
7871,0
7874,2000
7875,2000
7882,2000
7883,2000
7886,2000
7887,0
7892,2000
7893,2000
7900,1000
7901,1000
7906,0
7907,0
7918,0
7919,0
7940,2000
7941,0
7944,2000
7945,2000
7950,2000
7951,2000
7956,2000
7957,2000
7960,2000
7961,0
7990,2000
7991,2000
8002,2000
8003,0
8004,2000
8005,2000
8006,2000
8007,2000
8008,2000
8009,2000
8016,2000
8017,2000
8020,1000
8021,2000
8024,2000
8025,2000
8028,2000
8029,2000
8030,2000
8031,2000
8038,2000
8039,2000
8050,2000
8051,2000
8052,2000
8053,2000
8054,2000
8055,2000
8056,2000
8057,0
8058,2000
8059,2000
8064,2000
8065,0
8070,2000
8071,2000
8082,2000
8083,2000
8088,2000
8089,0
8092,0
8093,2000
8094,0
8095,0
8100,0
8101,0
8106,2000
8107,1500
8114,1000
8115,0
8122,2000
8123,2000
8138,2000
8139,2000
8142,0
8143,0
8146,2000
8147,0
8154,0
8155,2000
8160,1000
8161,2000
8162,1000
8163,2000
8166,2000
8167,2000
8172,2000
8173,2000
8174,2000
8175,2000
8176,2000
8177,2000
8178,2000
8179,2000
8182,2000
8183,2000
8190,2000
8191,2000
8196,2000
8197,2000
8200,2000
8201,2000
8204,2000
8205,2000
8206,2000
8207,2000
8208,2000
8209,1000
8218,2000
8219,2000
8222,2000
8223,2000
8240,2000
8241,2000
8246,2000
8247,2000
8248,2000
8249,2000
8252,2000
8253,0
8254,2000
8255,2000
8256,2000
8257,2000
8266,2000
8267,2000
8272,2000
8273,2000
8276,2000
8277,2000
8278,2000
8279,2000
8282,2000
8283,2000
8286,2000
8287,2000
8294,0
8295,0
8308,2000
8309,2000
8316,2000
8317,2000
8322,2000
8323,2000
8326,2000
8327,2000
8328,2000
8329,2000
8340,2000
8341,2000
8342,2000
8343,2000
8346,2000
8347,1000
8354,0
8355,0
8358,0
8359,2000
8364,2000
8365,2000
8366,2000
8367,1500
8386,1500
8387,2000
8396,2000
8397,2000
8398,0
8399,0
8400,2000
8401,2000
8404,0
8405,2000
8406,2000
8407,2000
8408,0
8409,2000
8412,2000
8413,2000
8414,2000
8415,0
8418,1000
8419,2000
8436,2000
8437,2000
8444,2000
8445,2000
8448,2000
8449,2000
8452,2000
8453,2000
8454,2000
8455,2000
8458,1500
8459,2000
8460,1000
8461,2000
8464,0
8465,2000
8468,2000
8469,2000
8488,2000
8489,2000
8492,2000
8493,2000
8498,2000
8499,2000
8502,2000
8503,2000
8506,2000
8507,2000
8522,2000
8523,2000
8526,2000
8527,2000
8528,0
8529,2000
8532,2000
8533,2000
8534,2000
8535,2000
8566,2000
8567,2000
8580,1000
8581,2000
8582,2000
8583,0
8586,2000
8587,2000
8592,2000
8593,2000
8596,0
8597,2000
8598,1000
8599,2000
8602,0
8603,2000
8624,2000
8625,2000
8632,2000
8633,2000
8636,2000
8637,2000
8640,2000
8641,2000
8646,2000
8647,2000
8650,2000
8651,2000
8654,2000
8655,2000
8658,1000
8659,2000
8662,2000
8663,1000
8664,1000
8665,1000
8670,2000
8671,2000
8676,2000
8677,2000
8678,2000
8679,2000
8684,2000
8685,2000
8688,2000
8689,2000
8690,2000
8691,2000
8702,2000
8703,2000
8704,2000
8705,1000
8708,1000
8709,2000
8740,2000
8741,2000
8742,2000
8743,2000
8746,2000
8747,2000
8748,2000
8749,2000
8750,2000
8751,2000
8754,2000
8755,2000
8756,2000
8757,2000
8760,2000
8761,2000
8766,2000
8767,2000
8776,0
8777,1000
8786,2000
8787,2000
8794,0
8795,0
8796,0
8797,0
8800,0
8801,0
8824,1000
8825,0
8828,2000
8829,2000
8836,0
8837,2000
8848,2000
8849,2000
8852,2000
8853,2000
8854,2000
8855,2000
8858,0
8859,2000
8866,2000
8867,2000
8888,2000
8889,2000
8896,2000
8897,2000
8908,2000
8909,2000
8910,2000
8911,2000
8912,2000
8913,2000
8916,2000
8917,1000
8918,2000
8919,2000
8920,1500
8921,2000
8922,2000
8923,2000
8926,0
8927,2000
8934,2000
8935,2000
8940,2000
8941,2000
8942,2000
8943,2000
8958,2000
8959,2000
8962,1000
8963,0
8964,0
8965,0
8966,0
8967,0
8982,0
8983,0
8986,0
8987,0
8990,0
8991,2000
9002,2000
9003,2000
9018,2000
9019,2000
9024,0
9025,0
9026,1000
9027,0
9042,2000
9043,0
9046,0
9047,0
9054,0
9055,2000
9056,2000
9057,2000
9058,0
9059,2000
9070,2000
9071,2000
9080,1500
9081,2000
9086,2000
9087,0
9092,2000
9093,2000
9094,2000
9095,2000
9096,2000
9097,2000
9100,2000
9101,2000
9104,2000
9105,0
9108,2000
9109,2000
9112,2000
9113,2000
9124,1500
9125,2000
9128,2000
9129,2000
9136,1500
9137,2000
9140,2000
9141,2000
9146,2000
9147,0
9154,2000
9155,2000
9156,0
9157,0
9170,2000
9171,2000
9176,2000
9177,2000
9192,0
9193,2000
9194,2000
9195,2000
9202,2000
9203,2000
9208,2000
9209,2000
9210,2000
9211,2000
9212,2000
9213,1500
9224,0
9225,0
9240,0
9241,2000
9246,0
9247,0
9248,0
9249,0
9254,2000
9255,2000
9260,0
9261,0
9262,2000
9263,2000
9264,2000
9265,2000
9266,2000
9267,0
9268,2000
9269,2000
9278,0
9279,0
9284,2000
9285,2000
9286,0
9287,0
9292,2000
9293,2000
9294,0
9295,0
9296,0
9297,0
9306,0
9307,0
9312,2000
9313,2000
9318,2000
9319,2000
9324,2000
9325,2000
9330,2000
9331,2000
9336,2000
9337,2000
9340,2000
9341,2000
9354,0
9355,0
9356,0
9357,2000
9358,0
9359,2000
9370,2000
9371,2000
9382,2000
9383,2000
9384,2000
9385,2000
9392,0
9393,2000
9394,2000
9395,2000
9402,2000
9403,1000
9404,2000
9405,2000
9406,2000
9407,0
9420,0
9421,0
9422,0
9423,2000
9424,2000
9425,2000
9432,2000
9433,2000
9438,2000
9439,2000
9440,2000
9441,2000
9448,2000
9449,2000
9466,2000
9467,1000
9472,2000
9473,2000
9476,2000
9477,1000
9482,2000
9483,2000
9484,2000
9485,2000
9490,0
9491,0
9492,1000
9493,0
9496,0
9497,0
9500,2000
9501,2000
9510,0
9511,0
9514,2000
9515,0
9524,2000
9525,2000
9530,2000
9531,1000
9534,2000
9535,2000
9544,0
9545,2000
9546,2000
9547,2000
9550,2000
9551,0
9564,1000
9565,2000
9570,2000
9571,2000
9576,0
9577,2000
9578,2000
9579,2000
9580,0
9581,0
9594,2000
9595,2000
9598,0
9599,0
9602,2000
9603,2000
9616,0
9617,0
9626,0
9627,0
9628,0
9629,0
9634,0
9635,0
9636,0
9637,2000
9646,2000
9647,2000
9662,0
9663,0
9664,0
9665,0
9666,0
9667,2000
9672,2000
9673,0
9682,0
9683,2000
9684,2000
9685,2000
9690,0
9691,0
9694,2000
9695,2000
9696,2000
9697,2000
9700,0
9701,2000
9704,0
9705,0
9724,2000
9725,2000
9726,2000
9727,2000
9730,0
9731,0
9738,2000
9739,2000
9750,2000
9751,2000
9758,0
9759,2000
9774,2000
9775,2000
9790,2000
9791,2000
9792,0
9793,0
9798,0
9799,0
9800,0
9801,0
9808,0
9809,0
9812,0
9813,0
9814,2000
9815,0
9826,2000
9827,1500
9828,2000
9829,0
9832,0
9833,0
9836,1000
9837,2000
9840,0
9841,0
9846,0
9847,0
9850,0
9851,0
9854,0
9855,0
9866,2000
9867,2000
9876,2000
9877,2000
9882,2000
9883,2000
9892,2000
9893,0
9903,2000
9905,2000
9907,2000
9909,0
9914,2000
9915,2000
9922,2000
9923,0
9924,2000
9925,2000
9946,0
9947,0
9950,2000
9951,2000
9954,0
9955,0
9978,2000
9979,1000
9986,0
9987,0
9988,2000
9989,2000
9998,1000
9999,2000
10004,0
10005,2000
10008,0
10009,0
10012,0
10013,0
10018,0
10019,0
10022,0
10023,2000
10028,0
10029,0
10030,2000
10031,0
10036,2000
10037,2000
10038,0
10039,0
10042,2000
10043,0
10048,2000
10049,2000
10050,2000
10051,2000
10060,2000
10061,2000
10070,0
10071,0
10076,0
10077,0
10080,2000
10081,2000
10084,0
10085,0
10086,0
10087,0
10092,2000
10093,2000
10100,2000
10101,2000
10106,0
10107,0
10112,2000
10113,2000
10116,2000
10117,2000
10124,2000
10125,0
10128,2000
10129,2000
10130,2000
10131,0
10136,0
10137,0
10146,2000
10147,0
10150,0
10151,2000
10152,0
10153,0
10154,0
10155,0
10170,0
10171,0
10174,0
10175,0
10176,2000
10177,2000
10190,2000
10191,0
10192,0
10193,0
10202,0
10203,0
10206,0
10207,0
10212,2000
10213,2000
10216,2000
10217,0
10220,0
10221,0
10228,2000
10229,0
10230,0
10231,0
10238,2000
10239,0
10244,2000
10245,2000
10264,0
10265,0
10268,0
10269,0
10270,2000
10271,0
10276,2000
10277,0
10278,0
10279,0
10280,2000
10281,2000
10284,2000
10285,2000
10298,2000
10299,0
10312,0
10313,0
10314,2000
10315,0
10320,2000
10321,2000
10326,0
10327,0
10336,0
10337,0
10342,0
10343,0
10348,2000
10349,0
10360,2000
10361,2000
10362,2000
10363,2000
10364,2000
10365,0
10370,2000
10371,0
10386,2000
10387,0
10400,0
10401,0
10402,0
10403,0
10414,2000
10415,0
10428,2000
10429,0
10430,2000
10431,0
10432,0
10433,0
10434,2000
10435,0
10436,2000
10437,0
10442,2000
10443,2000
10446,0
10447,0
10448,0
10449,0
10460,2000
10461,2000
10472,2000
10473,2000
10474,0
10475,0
10478,0
10479,0
10480,2000
10481,0
10484,0
10485,0
10494,2000
10495,2000
10500,2000
10501,0
10502,2000
10503,0
10510,2000
10511,0
10512,0
10513,0
10516,2000
10517,2000
10520,2000
10521,0
10526,2000
10527,0
10528,0
10529,0
10530,2000
10531,0
10532,2000
10533,0
10536,2000
10537,2000
10540,2000
10541,0
10542,2000
10543,2000
10544,2000
10545,0
10546,2000
10547,2000
10550,2000
10551,0
10560,2000
10561,2000
10562,2000
10563,2000
10576,0
10577,0
10592,0
10593,0
10594,2000
10595,2000
10596,2000
10597,2000
10598,0
10599,0
10600,0
10601,2000
10602,0
10603,2000
10604,2000
10605,2000
10606,1500
10607,0
10612,2000
10613,0
10614,2000
10615,0
10622,2000
10623,0
10628,2000
10629,2000
10644,2000
10645,0
10646,2000
10647,2000
10658,0
10659,0
10662,2000
10663,2000
10664,2000
10665,2000
10676,0
10677,0
10678,0
10679,0
10686,2000
10687,0
10696,2000
10697,0
10706,2000
10707,0
10714,2000
10715,0
10722,0
10723,0
10726,0
10727,0
10728,0
10729,0
10732,2000
10733,0
10736,2000
10737,2000
10762,2000
10763,0
10772,0
10773,0
10776,0
10777,2000
10780,2000
10781,2000
10790,0
10791,0
10792,2000
10793,0
10796,2000
10797,2000
10802,2000
10803,0
10808,2000
10809,0
10810,2000
10811,0
10812,0
10813,0
10816,2000
10817,2000
10818,2000
10819,2000
10820,2000
10821,2000
10824,0
10825,0
10832,0
10833,0
10840,1500
10841,0
10842,0
10843,0
10844,2000
10845,0
10848,2000
10849,0
10850,2000
10851,2000
10852,2000
10853,0
10854,2000
10855,0
10858,2000
10859,0
10862,2000
10863,2000
10864,1500
10865,2000
10878,0
10879,0
10880,1500
10881,0
10886,2000
10887,2000
10888,0
10889,0
10890,0
10891,0
10892,2000
10893,0
10894,2000
10895,2000
10898,0
10899,0
10902,2000
10903,2000
10910,2000
10911,0
10916,2000
10917,2000
10926,2000
10927,0
10928,2000
10929,2000
10936,2000
10937,0
10938,2000
10939,0
10942,2000
10943,2000
10948,2000
10949,0
10954,2000
10955,2000
10956,2000
10957,2000
10958,2000
10959,2000
10962,2000
10963,2000
10988,2000
10989,2000
11010,2000
11011,2000
11014,2000
11015,0
11020,2000
11021,2000
11024,2000
11025,0
11032,2000
11033,0
11036,2000
11037,0
11038,0
11039,0
11048,2000
11049,0
11058,2000
11059,0
11062,2000
11063,2000
11072,2000
11073,2000
11090,2000
11091,0
11106,2000
11107,0
11114,2000
11115,2000
11116,0
11117,0
11120,2000
11121,2000
11124,2000
11125,0
11126,2000
11127,2000
11136,2000
11137,2000
11156,2000
11157,2000
11164,2000
11165,0
11166,2000
11167,0
11172,2000
11173,2000
11176,2000
11177,0
11190,0
11191,2000
11194,0
11195,0
11200,0
11201,0
11202,0
11203,0
11206,2000
11207,2000
11220,0
11221,0
11228,0
11229,0
11234,0
11235,0
11238,0
11239,0
11242,2000
11243,2000
11246,0
11247,0
11248,2000
11249,2000
11252,2000
11253,2000
11254,0
11255,0
11256,0
11257,0
11260,2000
11261,2000
11270,0
11271,2000
11274,2000
11275,0
11278,0
11279,0
11280,2000
11281,2000
11284,2000
11285,0
11286,2000
11287,2000
11290,0
11291,2000
11292,0
11293,2000
11296,2000
11297,2000
11302,0
11303,0
11316,0
11317,0
11340,0
11341,2000
11344,2000
11345,2000
11350,2000
11351,2000
11352,2000
11353,2000
11364,0
11365,0
11370,0
11371,0
11372,0
11373,0
11374,0
11375,0
11384,0
11385,0
11386,0
11387,0
11388,2000
11389,0
11392,0
11393,0
11400,2000
11401,2000
11412,0
11413,0
11418,0
11419,0
11420,2000
11421,0
11428,0
11429,0
11446,0
11447,0
11448,2000
11449,0
11450,2000
11451,2000
11454,0
11455,0
11458,0
11459,0
11466,0
11467,0
11468,0
11469,0
11482,0
11483,2000
11484,0
11485,2000
11492,2000
11493,2000
11504,2000
11505,2000
11506,2000
11507,2000
11508,0
11509,0
11512,0
11513,0
11514,0
11515,2000
11520,2000
11521,2000
11524,0
11525,2000
11526,0
11527,0
11538,0
11539,0
11552,2000
11553,2000
11554,0
11555,2000
11560,2000
11561,2000
11562,0
11563,2000
11564,2000
11565,2000
11572,2000
11573,2000
11574,0
11575,0
11576,2000
11577,2000
11578,0
11579,2000
11582,2000
11583,2000
11588,0
11589,0
11590,0
11591,2000
11608,0
11609,2000
11610,0
11611,0
11616,0
11617,2000
11618,0
11619,2000
11620,2000
11621,2000
11622,2000
11623,2000
11642,2000
11643,2000
11646,2000
11647,0
11662,2000
11663,2000
11668,2000
11669,0
11672,2000
11673,2000
11676,0
11677,0
11696,2000
11697,2000
11700,0
11701,2000
11702,2000
11703,2000
11706,0
11707,0
11710,0
11711,0
11716,0
11717,0
11720,0
11721,2000
11726,0
11727,2000
11736,0
11737,0
11742,0
11743,0
11744,0
11745,0
11746,0
11747,0
11756,0
11757,0
11766,0
11767,2000
11768,0
11769,2000
11782,2000
11783,2000
11786,0
11787,2000
11796,0
11797,0
11800,2000
11801,2000
11804,2000
11805,2000
11808,2000
11809,2000
11812,0
11813,0
11818,2000
11819,0
11832,0
11833,0
11838,2000
11839,0
11840,2000
11841,0
11842,0
11843,0
11846,0
11847,0
11850,0
11851,0
11854,0
11855,0
11856,0
11857,0
11862,2000
11863,0
11864,0
11865,0
11870,2000
11871,0
11876,0
11877,0
11882,0
11883,0
11886,0
11887,0
11892,0
11893,0
11906,2000
11907,0
11908,0
11909,0
11910,2000
11911,0
11914,2000
11915,2000
11916,0
11917,0
11920,2000
11921,0
11922,0
11923,0
11924,0
11925,2000
11928,0
11929,0
11930,0
11931,0
11936,0
11937,0
11938,0
11939,2000
11944,0
11945,2000
11958,0
11959,0
11970,2000
11971,2000
11988,0
11989,0
11992,2000
11993,0
11996,0
11997,2000
11998,0
11999,2000
12000,0
12001,2000
12012,0
12013,0
12026,2000
12027,0
12028,2000
12029,2000
12032,2000
12033,2000
12036,0
12037,0
12044,0
12045,0
12052,0
12053,0
12056,0
12057,0
12060,0
12061,0
12062,0
12063,2000
12066,0
12067,0
12070,2000
12071,2000
12076,2000
12077,2000
12080,0
12081,0
12084,2000
12085,2000
12088,2000
12089,2000
12090,2000
12091,0
12092,2000
12093,0
12102,0
12103,0
12110,0
12111,2000
12116,0
12117,2000
12120,0
12121,0
12132,0
12133,0
12134,0
12135,0
12136,0
12137,0
12138,0
12139,2000
12154,0
12155,0
12164,2000
12165,2000
12166,2000
12167,0
12172,0
12173,0
12180,0
12181,0
12190,2000
12191,2000
12194,0
12195,0
12196,0
12197,0
12200,2000
12201,2000
12208,0
12209,0
12210,0
12211,2000
12220,0
12221,0
12222,2000
12223,2000
12224,2000
12225,2000
12226,0
12227,2000
12234,0
12235,2000
12258,2000
12259,2000
12270,2000
12271,2000
12274,2000
12275,0
12276,1500
12277,0
12292,0
12293,0
12302,2000
12303,2000
12304,2000
12305,2000
12308,2000
12309,2000
12316,2000
12317,2000
12320,2000
12321,2000
12322,2000
12323,2000
12326,2000
12327,2000
12328,0
12329,2000
12334,0
12335,0
12336,0
12337,2000
12340,0
12341,0
12342,2000
12343,0
12346,2000
12347,0
12348,2000
12349,0
12354,2000
12355,2000
12366,0
12367,0
12368,0
12369,2000
12372,2000
12373,1000
12378,2000
12379,0
12384,2000
12385,2000
12388,2000
12389,2000
12390,2000
12391,2000
12392,2000
12393,2000
12394,2000
12395,2000
12414,0
12415,0
12416,0
12417,0
12422,0
12423,0
12424,0
12425,0
12428,0
12429,2000
12434,0
12435,0
12442,2000
12443,0
12454,0
12455,0
12456,2000
12457,2000
12460,0
12461,0
12462,0
12463,0
12474,0
12475,2000
12486,0
12487,0
12498,2000
12499,2000
12502,0
12503,2000
12506,2000
12507,2000
12510,0
12511,2000
12516,2000
12517,2000
12520,2000
12521,2000
12522,0
12523,0
12528,2000
12529,2000
12536,0
12537,0
12538,0
12539,0
12540,0
12541,0
12550,0
12551,2000
12558,0
12559,0
12568,0
12569,0
12570,0
12571,2000
12580,0
12581,0
12590,0
12591,0
12598,0
12599,2000
12600,0
12601,0
12606,0
12607,0
12608,0
12609,2000
12614,2000
12615,2000
12616,0
12617,0
12620,2000
12621,2000
12622,0
12623,2000
12626,0
12627,0
12630,0
12631,2000
12638,0
12639,2000
12648,2000
12649,2000
12658,0
12659,2000
12660,2000
12661,2000
12664,2000
12665,2000
12674,2000
12675,2000
12678,0
12679,2000
12680,2000
12681,2000
12682,0
12683,2000
12686,2000
12687,2000
12688,2000
12689,0
12692,2000
12693,0
12698,0
12699,0
12704,0
12705,0
12716,2000
12717,2000
12722,2000
12723,2000
12734,0
12735,0
12736,2000
12737,2000
12738,2000
12739,2000
12748,0
12749,0
12750,0
12751,0
12760,0
12761,0
12762,0
12763,0
12768,0
12769,0
12770,0
12771,0
12778,0
12779,0
12784,0
12785,2000
12786,0
12787,0
12788,2000
12789,2000
12790,0
12791,0
12796,2000
12797,0
12806,2000
12807,2000
12828,0
12829,0
12830,2000
12831,2000
12832,2000
12833,2000
12834,2000
12835,2000
12836,0
12837,2000
12838,0
12839,2000
12848,0
12849,2000
12856,0
12857,2000
12874,0
12875,2000
12878,0
12879,2000
12882,0
12883,2000
12888,2000
12889,2000
12896,0
12897,0
12910,0
12911,2000
12914,0
12915,0
12920,0
12921,2000
12930,0
12931,0
12936,0
12937,0
12942,0
12943,0
12944,0
12945,2000
12946,0
12947,0
12948,0
12949,2000
12960,2000
12961,2000
12964,2000
12965,2000
12970,0
12971,2000
12972,2000
12973,2000
12982,2000
12983,2000
12984,2000
12985,2000
12986,0
12987,2000
12990,0
12991,0
12994,0
12995,2000
13000,0
13001,0
13004,0
13005,0
13006,0
13007,0
13008,0
13009,2000
13010,0
13011,0
13016,0
13017,2000
13018,0
13019,2000
13022,2000
13023,2000
13024,0
13025,2000
13044,0
13045,0
13056,0
13057,0
13064,0
13065,0
13066,0
13067,2000
13070,2000
13071,2000
13072,2000
13073,2000
13076,2000
13077,2000
13080,2000
13081,2000
13082,2000
13083,1500
13084,0
13085,0
13112,2000
13113,0
13114,0
13115,0
13118,0
13119,0
13122,2000
13123,2000
13142,0
13143,0
13152,0
13153,0
13154,0
13155,0
13166,2000
13167,0
13178,0
13179,0
13184,0
13185,0
13186,0
13187,0
13204,0
13205,0
13210,2000
13211,2000
13226,2000
13227,2000
13228,0
13229,2000
13230,0
13231,0
13234,0
13235,0
13238,0
13239,0
13248,0
13249,0
13260,2000
13261,0
13264,2000
13265,2000
13266,0
13267,2000
13268,0
13269,0
13278,0
13279,0
13280,0
13281,0
13290,0
13291,2000
13294,0
13295,0
13310,2000
13311,0
13328,2000
13329,2000
13340,0
13341,0
13346,0
13347,2000
13354,0
13355,0
13368,2000
13369,0
13370,0
13371,0
13374,0
13375,0
13378,0
13379,0
13380,2000
13381,2000
13386,0
13387,2000
13390,2000
13391,0
13394,2000
13395,2000
13412,2000
13413,2000
13426,2000
13427,2000
13428,0
13429,0
13436,2000
13437,2000
13438,2000
13439,2000
13446,0
13447,2000
13458,0
13459,0
13462,2000
13463,2000
13464,2000
13465,0
13470,2000
13471,2000
13474,0
13475,2000
13484,2000
13485,2000
13488,0
13489,2000
13498,2000
13499,2000
13502,2000
13503,2000
13506,2000
13507,2000
13512,0
13513,2000
13520,0
13521,2000
13522,2000
13523,2000
13528,0
13529,0
13530,2000
13531,2000
13532,2000
13533,2000
13536,0
13537,0
13538,2000
13539,2000
13540,2000
13541,2000
13542,0
13543,0
13556,0
13557,0
13560,0
13561,0
13568,2000
13569,0
13572,2000
13573,0
13588,0
13589,0
13590,2000
13591,0
13594,2000
13595,2000
13604,0
13605,0
13606,0
13607,0
13618,2000
13619,2000
13624,0
13625,2000
13632,2000
13633,2000
13640,0
13641,0
13642,0
13643,0
13648,0
13649,0
13654,2000
13655,0
13656,0
13657,0
13658,0
13659,0
13662,0
13663,0
13674,0
13675,0
13680,0
13681,0
13686,2000
13687,2000
13688,0
13689,0
13696,2000
13697,2000
13724,0
13725,2000
13726,0
13727,2000
13730,0
13731,0
13734,2000
13735,2000
13742,0
13743,0
13746,0
13747,0
13768,2000
13769,0
13770,2000
13771,2000
13772,2000
13773,0
13778,0
13779,0
13780,0
13781,0
13784,0
13785,0
13790,2000
13791,2000
13794,0
13795,0
13800,0
13801,0
13802,0
13803,0
13806,0
13807,0
13808,0
13809,2000
13812,0
13813,0
13842,0
13843,0
13848,2000
13849,0
13862,0
13863,0
13864,2000
13865,2000
13866,0
13867,0
13870,0
13871,0
13874,0
13875,2000
13892,0
13893,0
13902,0
13903,2000
13906,0
13907,0
13908,0
13909,2000
13912,0
13913,0
13914,0
13915,0
13918,2000
13919,2000
13922,2000
13923,2000
13926,2000
13927,0
13936,0
13937,2000
13940,0
13941,2000
13944,0
13945,0
13956,0
13957,2000
13962,2000
13963,2000
13968,0
13969,0
13970,2000
13971,2000
13972,2000
13973,2000
13974,0
13975,2000
13990,0
13991,0
13992,0
13993,0
13994,2000
13995,2000
13996,0
13997,0
13998,0
13999,0
14002,0
14003,0
14004,0
14005,0
14008,0
14009,0
14010,2000
14011,2000
14012,0
14013,0
14014,0
14015,0
14018,0
14019,0
14034,0
14035,2000
14038,2000
14039,2000
14048,0
14049,0
14054,0
14055,0
14062,0
14063,0
14070,0
14071,0
14078,2000
14079,2000
14080,2000
14081,2000
14082,0
14083,0
14094,0
14095,0
14100,0
14101,0
14102,2000
14103,0
14108,2000
14109,2000
14110,0
14111,0
14112,0
14113,0
14122,2000
14123,2000
14126,2000
14127,2000
14130,2000
14131,2000
14170,2000
14171,2000
14178,0
14179,0
14192,2000
14193,2000
14210,0
14211,0
14226,0
14227,0
14228,0
14229,0
14232,0
14233,2000
14234,0
14235,2000
14240,0
14241,0
14244,0
14245,2000
14256,2000
14257,0
14262,2000
14263,2000
14268,0
14269,0
14270,0
14271,2000
14272,2000
14273,2000
14278,2000
14279,2000
14282,0
14283,2000
14284,0
14285,0
14288,0
14289,0
14306,2000
14307,2000
14308,0
14309,0
14326,0
14327,0
14332,2000
14333,2000
14334,2000
14335,2000
14338,2000
14339,0
14342,0
14343,0
14356,0
14357,0
14358,2000
14359,2000
14366,2000
14367,2000
14378,0
14379,0
14380,0
14381,2000
14388,2000
14389,2000
14390,0
14391,0
14394,2000
14395,2000
14404,0
14405,2000
14408,0
14409,0
14418,0
14419,0
14430,0
14431,0
14436,0
14437,0
14440,0
14441,2000
14442,2000
14443,2000
14444,2000
14445,2000
14456,2000
14457,2000
14462,2000
14463,2000
14464,0
14465,0
14468,0
14469,0
14474,2000
14475,2000
14478,0
14479,0
14480,2000
14481,0
14488,0
14489,2000
14518,2000
14519,2000
14520,0
14521,2000
14524,0
14525,0
14526,0
14527,2000
14540,2000
14541,2000
14542,0
14543,2000
14548,2000
14549,2000
14550,0
14551,2000
14574,2000
14575,2000
14576,0
14577,2000
14590,0
14591,0
14594,2000
14595,2000
14596,2000
14597,2000
14608,0
14609,0
14610,0
14611,2000
14614,2000
14615,2000
14622,0
14623,2000
14626,2000
14627,2000
14634,0
14635,2000
14638,2000
14639,2000
14640,2000
14641,2000
14644,2000
14645,2000
14646,2000
14647,2000
14648,0
14649,0
14654,0
14655,2000
14656,0
14657,2000
14666,2000
14667,0
14672,2000
14673,0
14674,0
14675,0
14676,0
14677,0
14678,0
14679,0
14682,0
14683,0
14686,2000
14687,0
14688,0
14689,0
14690,0
14691,0
14692,0
14693,0
14700,0
14701,0
14702,2000
14703,2000
14714,0
14715,0
14720,0
14721,0
14722,0
14723,0
14734,2000
14735,0
14736,0
14737,0
14748,0
14749,0
14750,0
14751,2000
14768,0
14769,0
14770,0
14771,2000
14776,0
14777,0
14790,0
14791,0
14792,0
14793,0
14796,0
14797,0
14800,0
14801,0
14806,2000
14807,2000
14808,0
14809,2000
14822,2000
14823,0
14840,0
14841,0
14844,0
14845,0
14846,2000
14847,2000
14848,2000
14849,0
14852,0
14853,0
14866,0
14867,0
14868,2000
14869,0
14872,0
14873,2000
14874,0
14875,0
14876,2000
14877,2000
14884,0
14885,0
14892,0
14893,0
14912,0
14913,2000
14916,0
14917,2000
14918,2000
14919,2000
14920,0
14921,2000
14946,2000
14947,2000
14952,0
14953,0
14954,0
14955,0
14958,0
14959,2000
14962,0
14963,2000
14964,0
14965,0
14968,0
14969,0
14984,0
14985,2000
14992,0
14993,0
14994,2000
14995,2000
14996,0
14997,2000
15000,0
15001,2000
15004,0
15005,2000
15006,2000
15007,2000
15010,0
15011,0
15014,0
15015,2000
15016,0
15017,0
15018,0
15019,0
15028,2000
15029,2000
15036,0
15037,2000
15038,2000
15039,0
15040,2000
15041,2000
15054,0
15055,2000
15058,2000
15059,2000
15062,0
15063,2000
15064,0
15065,2000
15066,0
15067,2000
15068,0
15069,2000
15072,0
15073,2000
15078,2000
15079,2000
15080,2000
15081,2000
15088,0
15089,2000
15090,2000
15091,2000
15100,2000
15101,0
15104,2000
15105,2000
15108,2000
15109,2000
15112,0
15113,2000
15114,0
15115,2000
15130,0
15131,2000
15132,0
15133,2000
15138,0
15139,2000
15144,0
15145,0
15152,0
15153,2000
15158,2000
15159,0
15160,2000
15161,0
15164,2000
